#,Symbol,Name,Market Cap (US $),Price (US $),Circulating Supply,Volume (24h), 1h (%), 24h (%), 7d (%)
1548, CSNO ,BitDice,2397245,0.034246,70000000,Low Vol,0,-1.58,-23.34
1549, STA ,Starta,2207372,0.426404,5176714,Low Vol,0,0,1.31
1550, XPA ,XPA,2133972,0.037322,57177751,Low Vol,0,0,11.75
1551, HBT ,Hubii Network,2093660,0.143501,14589816,Low Vol,0,-2.24,-19
1552, APX ,APX,2028704,2.89,703179,Low Vol,0,0,-28.5
1553, MGD ,MassGrid,2028298,0.038583,52569194,Low Vol,-0.37,-13.59,-24.35
1554, AC ,AsiaCoin,1822279,0.000887,2053363422,Low Vol,-0.78,-6.61,-41.13
1555, FOOD ,FoodCoin,1707948,0.004282,398837470,Low Vol,0,0.09,-20.94
1556, AIR ,AirToken,1550734,0.001477,1050000000,Low Vol,0,-0.09,45.89
1557, LFT ,Linfinity,1548136,0.00456,339481657,Low Vol,-0.34,-26.15,-69.47
1558, CHIPS ,CHIPS,1367992,0.065157,20995342,Low Vol,-0.07,-14.98,30.29
1559, FNKOS ,FNKOS,1166215,0.008457,137896685,Low Vol,-0.43,-14.02,-46.78
1560, CPAY ,Cryptopay,1095599,0.016034,68329228,Low Vol,0,-0.85,-17.51
1561, ATMOS ,Atmos,1045979,0.01038,100771597,Low Vol,-0.35,-11.62,-45.39
1562, CEN ,Coinsuper Eco...,1023156,0.007328,139621836,Low Vol,-0.38,-15.24,-44.87
1563, PGT ,Puregold Token,974323,0.128053,7608759,Low Vol,0,0,-30.63
1564, GOOD ,Goodomy,795872,0.001283,620508777,Low Vol,-0.16,-8.26,13.66
1565, D ,Denarius,790388,0.189479,4171382,Low Vol,0,-0.76,-12.25
1566, FID ,Fidelium,743723,0.006311,117852948,Low Vol,0,0,-5.03
1567, OPT ,Opus,630650,0.004502,140080549,Low Vol,0,0,-57.63
1568, GLA ,Gladius Token,619537,0.042841,14461346,Low Vol,0,-0.47,-21.29
1569, BPL ,Blockpool,592411,0.026573,22293890,Low Vol,0,0,-26.48
1570, NET ,Nimiq Exchang...,557261,0.053072,10500000,Low Vol,-0.57,-9.52,-57.41
1571, MBI ,Monster Byte,522470,0.031057,16822736,Low Vol,0,0,-7.15
1572, FDX ,FidentiaX,521854,0.00497,105000000,Low Vol,-1.09,-9.66,-48.59
1573, DAR ,Darcrus,519775,0.038218,13600388,Low Vol,0,0,10.54
1574, DML ,Decentralized...,469059,0.007442,63030141,Low Vol,0,-10.38,-29.44
1575, RC ,RussiaCoin,437774,0.052254,8377873,Low Vol,-0.33,-2.67,-20.15
1576, C2C ,C2C System,428592,0.001429,299969680,Low Vol,-0.07,26.26,-28.34
1577, CBX ,Bullion,428015,0.417948,1024088,Low Vol,5.65,-43.33,-54.24
1578, WSD ,White Standard,427283,0.972419,439402,Low Vol,0,0,3.72
1579, HORSE ,Ethorse,423493,0.003999,105906676,Low Vol,0.38,-0.12,-23.05
1580, TALAO ,Talao,376376,0.036803,10226907,Low Vol,0,0,-32.39
1581, HAC ,Hackspace Cap...,375562,0.001161,323468764,Low Vol,0,0,10.89
1582, ROBET ,RoBET,361881,0.453089,798697,Low Vol,-0.07,8.71,-8.79
1583, HUSH ,Hush,356696,0.068004,5245249,Low Vol,0,-12.41,-25.23
1584, POP ,PopularCoin,347015,9E-05,3845184212,Low Vol,-3.5,3.74,-46.13
1585, TGT ,Target Coin,333992,0.000351,952429892,Low Vol,0,-2.26,-58.15
1586, CARBON ,Carboncoin,329767,2.1E-05,15392022293,Low Vol,0.7,1.35,-56.05
1587, Q2C ,QubitCoin,303752,0.000903,336344967,Low Vol,0,-1.13,-25.03
1588, NKA ,IncaKoin,292481,1.6E-05,17937725045,Low Vol,-0.16,11.53,-6.44
1589, SMS ,Speed Mining ...,275000,2.63,104680,Low Vol,0,-13.72,-57.23
1590, ZENI ,Zennies,258639,0.000258,1000812836,Low Vol,0,-0.98,-22.3
1591, POSW ,PoSW Coin,249097,0.005648,44100000,Low Vol,-0.24,-13.94,-37.88
1592, FLT ,FlutterCoin,213358,0.000489,436450711,Low Vol,-0.07,-6.34,-20.22
1593, NSR ,NuShares,208869,7.5E-05,2777600756,Low Vol,-0.07,-13.56,17.57
1594, RIYA ,Etheriya,187567,0.118598,1581531,Low Vol,0,-1,-50.26
1595, WELL ,WELL,176229,0.002544,69280465,Low Vol,6.72,7.7,-88.41
1596, VIEW ,View,171797,0.004896,35088298,Low Vol,0,0,-24.99
1597, 2GO ,CoinToGo,171552,0.042304,4055249,Low Vol,-1.56,-19.08,-83.45
1598, AIB ,Advanced Inte...,164830,0.005113,32234319,Low Vol,-0.07,-16.02,-30.9
1599, HNC ,Helleniccoin,140396,0.002066,67945169,Low Vol,-0.22,-13.63,-21.26
1600, MORE ,Mithril Ore,133602,11.85,11275,Low Vol,0,0,-15.09
1601, PIGGY ,Piggycoin,127518,0.00026,491136774,Low Vol,0.35,-0.9,-22.5
1602, ORI ,Origami,127157,0.03009,4225879,Low Vol,-1.86,-5.85,-28.44
1603, SURE ,SURETY,123885,0.00263,47104952,Low Vol,0,0,-55.98
1604, MCI ,Musiconomi,121604,0.004392,27689568,Low Vol,0,-2.91,-23.53
1605, FRC ,Freicoin,117212,0.003697,31702537,Low Vol,0,-3.41,-27.35
1606, CDX ,Commodity Ad ...,111244,0.003418,32550000,Low Vol,-0.19,-13.57,12.19
1607, RBIES ,Rubies,108565,0.010424,10415252,Low Vol,-0.46,-13.72,4.14
1608, XPY ,PayCoin,106865,0.008924,11975075,Low Vol,0,0,-21.52
1609, HODL ,HOdlcoin,105407,0.000453,232524610,Low Vol,-0.89,-3.87,-8.84
1610, KNT ,Knekted,104147,0.000521,200000000,Low Vol,-0.16,10.26,-32.1
1611, EMD ,Emerald Crypto,102860,0.005381,19117129,Low Vol,-2.24,-5.69,-10.8
1612, BRIT ,BritCoin,99956,0.0047,21268092,Low Vol,-0.07,-37.01,-36.72
1613, BDL ,Bitdeal,99645,0.000568,175583793,Low Vol,0,-0.08,-30.21
1614, GOLF ,Golfcoin,98219,5.6E-05,1766589281,Low Vol,0,0,0
1615, SUPER ,SuperCoin,95389,0.001915,49824415,Low Vol,0,-0.07,-45.07
1616, CMM ,Commercium,90371,0.00395,22876999,Low Vol,0,0,98.99
1617, TALK ,BTCtalkcoin,85924,0.001316,65290635,Low Vol,-0.07,-12.31,-41.08
1618, PIPL ,PiplCoin,81854,0.000981,83444258,Low Vol,0,-1.94,-20.15
1619, VSL ,vSlice,81282,0.002434,33390496,Low Vol,1.14,-4.82,-25.35
1620, CHESS ,ChessCoin,81263,0.001504,54032769,Low Vol,-0.07,-5.29,-20.79
1621, WSP ,Wispr,79168,0.003008,26319105,Low Vol,-0.07,-13.33,-69.74
1622, JC ,Jesus Coin,78181,4E-06,17979550689,Low Vol,-0.16,-12.38,-41.05
1623, IXE ,IXTUS Edutain...,76981,0.003228,23849708,Low Vol,-0.19,-38.08,-36.96
1624, MTNC ,Masternodecoin,74937,0.001393,53786933,Low Vol,0,0,-25.75
1625, TDX ,Tidex Token,73735,0.007758,9504998,Low Vol,-0.03,-17.95,-37.22
1626, ITI ,iTicoin,70927,2.22,32000,Low Vol,0.15,-13.88,-24.65
1627, SCRT ,SecretCoin,68729,0.016253,4228672,Low Vol,0,0,3.93
1628, MARS ,Marscoin,68100,0.002408,28279074,Low Vol,-0.06,-8.08,-24.34
1629, SMC ,SmartCoin,66540,0.002642,25186988,Low Vol,-0.21,-17.08,-32.25
1630, REC ,Regalcoin,65522,0.005119,12799009,Low Vol,-1.12,-11.13,-15.14
1631, QVT ,Qvolta,64793,0.008725,7426276,Low Vol,0.01,205.94,-6.03
1632, J ,Joincoin,64017,0.019937,3210946,Low Vol,-0.23,-15.59,-20.48
1633, JIN ,Jin Coin,62667,0.006292,9960402,Low Vol,0,-9.6,-31.87
1634, V ,Version,60174,0.000113,533466021,Low Vol,-0.07,-13.56,-32.62
1635, DGS ,Dragonglass,58913,0.000489,120526599,Low Vol,-0.07,-12.92,-12.76
1636, CNO ,Coin(O),56874,0.000539,105423190,Low Vol,0,0,-30.99
1637, CCT ,Crystal Clear,56066,0.010732,5223973,Low Vol,-0.6,-16.07,-40.01
1638, ACC ,Accelerator N...,54151,0.087203,620975,Low Vol,0,0,17.45
1639,300,300 Token,52794,175.98,300,Low Vol,0,0,-16.96
1640, ARI ,Aricoin,52471,0.000226,232432480,Low Vol,-0.01,-34.33,-42.24
1641, ZZC ,ZoZoCoin,49922,0.025647,1946488,Low Vol,0,-14.51,-46.47
1642, IMX ,Impact,49836,0.000451,110452939,Low Vol,-0.13,-9.16,1.01
1643, ATOM ,Atomic Coin,48908,0.002636,18554847,Low Vol,-1.2,-3.34,-26.24
1644, MBRS ,Embers,48840,0.000977,50000000,Low Vol,-0.06,-6.13,-22.6
1645, VIDZ ,PureVidz,48676,0.000389,125279775,Low Vol,0,-0.69,-41.78
1646, TTC ,TittieCoin,48620,3.9E-05,1259816434,Low Vol,0,-11.27,-69.67
1647, DMB ,Digital Money...,48170,0.000528,91277349,Low Vol,1.79,-6.69,-32.52
1648, C2 ,Coin2.1,47784,0.000611,78245975,Low Vol,0.08,-12.25,-35.44
1649, WGO ,WavesGo,46982,0.005483,8569468,Low Vol,-0.15,-13.29,-41.47
1650, QURO ,Qurito,46843,0.00491,9540055,Low Vol,0,-0.71,-26.94
1651, ZUR ,Zurcoin,46002,0.000525,87653034,Low Vol,0,-0.02,-14.56
1652, ICOO ,ICO OpenLedger,45104,0.096799,465952,Low Vol,0.05,-13.38,-38.21
1653, XBTC21 ,Bitcoin 21,42341,0.053386,793108,Low Vol,-0.84,-16.97,-29.24
1654, GB ,GoldBlocks,40352,0.002593,15563873,Low Vol,-0.31,-13.67,-46.31
1655, DRM ,Dreamcoin,39445,0.015745,2505275,Low Vol,0,0,-0.01
1656, KURT ,Kurrent,38357,0.000625,61364813,Low Vol,8.52,-3.06,-56.53
1657, BOST ,BoostCoin,36998,0.003121,11855487,Low Vol,-0.07,-14.46,-34.25
1658, CRC ,CrowdCoin,36431,0.007677,4745340,Low Vol,0,0,0
1659, EVIL ,Evil Coin,36355,0.00173,21020383,Low Vol,-0.07,-9.63,-24.51
1660, SHDW ,Shadow Token,36294,0.005185,7000000,Low Vol,-4.6,-32.94,-51.44
1661, INFX ,Influxcoin,35863,0.021432,1673383,Low Vol,-0.07,-12.48,-36.39
1662, XRE ,RevolverCoin,35094,0.001504,23332275,Low Vol,-0.06,-13.55,-35.59
1663, QBC ,Quebecoin,33843,0.002171,15588776,Low Vol,-0.65,-12.44,-29.31
1664, PKB ,ParkByte,33496,0.007031,4764026,Low Vol,-0.07,-14.91,-27.87
1665, BIGUP ,BigUp,32531,1.5E-05,2137572489,Low Vol,-0.16,18.98,-17.73
1666, ESCE ,Escroco Emerald,31206,4.9E-05,635027635,Low Vol,2.44,-32.76,-12.42
1667, DLC ,Dollarcoin,29379,0.003226,9106714,Low Vol,-0.34,-14.52,-40.44
1668, DTC ,Datacoin,28281,0.000827,34186509,Low Vol,-0.07,-48.89,-57.67
1669, XSTC ,Safe Trade Coin,27825,8.5E-05,326829322,Low Vol,0,0,-22.5
1670, NOX ,Nitro,26684,0.001886,14145734,Low Vol,-0.07,-24.34,-55.85
1671, ACOIN ,Acoin,26640,0.021835,1220085,Low Vol,0,0,-18.77
1672, XCT ,C-Bit,26107,0.000166,157625875,Low Vol,-1.76,-23.77,-50.56
1673, ALL ,Allion,21444,0.003459,6199359,Low Vol,-0.07,-20.24,-55.85
1674, SOON ,SoonCoin,20354,0.001633,12462620,Low Vol,-1.8,-20.44,-35.06
1675, NTWK ,Network Token,19418,0.001227,15830652,Low Vol,0,0,-0.31
1676, HVCO ,High Voltage,18100,0.012113,1494171,Low Vol,-1.41,10.3,-46.83
1677, FLIK ,FLiK,18094,0.000301,60123682,Low Vol,-0.12,-19,-44.02
1678, MCRN ,MACRON,17510,4.4E-05,401421401,Low Vol,0,0.01,-65.76
1679, MAY ,Theresa May Coin,16239,0.000192,84733361,Low Vol,0,-11.88,-31.36
1680, XRH ,Rhenium,15784,0.000567,27855969,Low Vol,-1.19,-25.31,-48.25
1681, PEX ,PosEx,15296,0.006235,2453240,Low Vol,-0.32,-12.19,-28.88
1682, TKR ,CryptoInsight,15284,0.00122,12529747,Low Vol,-1.26,-5.96,-30.16
1683, CAB ,Cabbage,14707,0.001401,10499996,Low Vol,0,0,-10.14
1684, DALC ,Dalecoin,13927,0.024453,569554,Low Vol,-0.91,-10.06,-26.02
1685, PLNC ,PLNcoin,13894,0.000813,17089600,Low Vol,-3.66,-23.43,-23.43
1686, SOIL ,SOILcoin,13721,0.002406,5702048,Low Vol,-0.07,-10.77,-46.08
1687, LTCR ,Litecred,13295,0.00044,30227750,Low Vol,0,0,-28.71
1688, BUMBA ,BumbaCoin,13199,0.000566,23335668,Low Vol,-2.83,-27.45,-51.93
1689, PNX ,Phantomx,12494,0.00037,33752422,Low Vol,0,1.37,-39.18
1690, ELS ,Elysium,11902,0.000867,13732215,Low Vol,0,0,-55.31
1691, ADCN ,Asiadigicoin,11803,0.000473,24931054,Low Vol,3.27,25.4,-5.8
1692, CNNC ,Cannation,11471,0.004631,2476893,Low Vol,0,-0.47,-36.69
1693, VTA ,Virtacoin,11443,2E-06,5201310113,Low Vol,-1.94,-15.08,-35.32
1694, JIYOX ,JIYO,11387,0.000973,11707770,Low Vol,-0.32,-8,-24.31
1695, AMMO ,Ammo Reloaded,10659,0.000137,77777777,Low Vol,0,0,-47.64
1696, MAR ,Marijuanacoin,9815,0.006016,1631601,Low Vol,-0.07,-12.47,-41.23
1697, STR ,Staker,9001,0.008884,1013148,Low Vol,-2.25,-14.84,-27.01
1698, MST ,MustangCoin,8793,0.013949,630343,Low Vol,-1.06,-8.82,-45.36
1699, PXI ,Prime-XI,8536,0.000389,21931815,Low Vol,0,-0.59,-49.41
1700, BTPL ,Bitcoin Planet,8442,0.001241,6804362,Low Vol,-0.07,-18.5,-61.75
1701, BSC ,BowsCoin,8332,0.001501,5550102,Low Vol,0,-1.39,-35.99
1702, ARB ,ARbit,8090,0.000797,10149710,Low Vol,-4.11,-19.19,-23.88
1703, B@ ,Bankcoin,7956,0.000773,10291781,Low Vol,0.02,-12.78,-43.39
1704, LBTC ,LiteBitcoin,6656,0.00023,28940333,Low Vol,0.37,2.94,-21.25
1705, LUNA ,Luna Coin,6341,0.003716,1706429,Low Vol,-0.41,-8.12,-42.63
1706, JIYO ,Jiyo [OLD],6121,0.001003,6100012,Low Vol,-2.26,-27.91,-31.64
1707, VOLT ,Bitvolt,5818,0.000351,16588056,Low Vol,0,0.03,-21.48
1708, WBB ,Wild Beast Block,5397,0.029666,181919,Low Vol,-0.07,-13.1,-33.62
1709, BITF ,BitF,5235,0.004926,1062739,Low Vol,-0.07,-26.3,-69.44
1710, BENJI ,BenjiRolls,5025,0.000248,20276099,Low Vol,-3.53,-16.87,-55.61
1711, PRC ,PRCoin,5007,0.000193,25922438,Low Vol,-0.05,-11.2,-42.6
1712, GEERT ,GeertCoin,4849,0.000952,5091200,Low Vol,0,0,-43.78
1713, PLACO ,PlayerCoin,3034,8.6E-05,35120000,Low Vol,0,0,-21.96
1714, CONX ,Concoin,2873,0.00386,744266,Low Vol,0,-0.36,-2.98
1715, DOLLAR ,Dollar Online,2636,0.003497,753776,Low Vol,-0.07,-11.75,-31.18
1716, CTIC2 ,Coimatic 2.0,2324,0.000172,13532750,Low Vol,0,-1.28,-38.48
1717, ARGUS ,Argus,2116,0.001842,1148324,Low Vol,0.33,20.29,-32.66
1718, SANDG ,Save and Gain,1913,0.000624,3064800,Low Vol,0.35,-3.32,-33.96
1719, ITZ ,Interzone,1896,0.000715,2652019,Low Vol,0.01,-47.08,-63.42
1720, CTIC3 ,Coimatic 3.0,1614,0.000714,2259512,Low Vol,-0.07,-7.33,-23.99
1721, CREVA ,CrevaCoin,1578,4.3E-05,36390750,Low Vol,0,-0.34,-60.77
1722, VLTC ,Vault Coin,1315,4.3E-05,30385540,Low Vol,0,-0.45,-22.47
1723, MGM ,Magnum,1015,0.000226,4497751,Low Vol,-0.07,4.09,-32.7
1724, SHADE ,SHADE Token,141,3E-06,50001445,Low Vol,0.75,-62.11,-84.86
1725, AI ,POLY AI,79,3.5E-05,2281981,Low Vol,0.77,-31.32,-51.11
1726, FOIN ,FOIN,None,885.04,None,202276,0.5,2.45,0.68
1727, CEFS ,CryptopiaFeeS...,None,337.98,None ,916,-0.26,-15.28,-33.62
1728, WETH ,WETH,None,107.14,None ,551641,-0.13,-13.22,-38.35
1729, BSV ,Bitcoin SV,None,61.56,None ,182235185,1.2,3.85,-51.35
1730, XOT ,Internet of T...,None,32.64,None ,Low Vol,0,0,-57.75
1731, GOD ,Bitcoin God,None,10.06,None ,Low Vol,-1.05,6.48,-2.84
1732, FTO ,FuturoCoin,None,5.88,None,360406,-0.02,-11.19,-25.61
1733, ADK ,Aidos Kuneen,None,3.97,None ,52868,-0.15,-14.59,-18.26
1734, ABC ,Alphabit,None,3.56,None ,Low Vol,-1.1,-9.88,-36.11
1735, PLC ,PLATINCOIN,None,3.12,None ,1664793,0.29,-7.64,-28.7
1736, FIL ,Filecoin [Fut...,None,3.09,None,1032922,0.06,-13.16,-16.8
1737, XUC ,Exchange Union,None,2.65,None ,74428,-0.39,-12,-24.62
1738, LBTC ,Lightning Bit...,None,2.46,None,257230,-0.05,-13.49,-37.11
1739, SBTC ,Super Bitcoin,None,2.06,None,700926,-0.03,-13.18,-32.16
1740, UBTC ,United Bitcoin,None,2,None,118094,-0.4,-13.03,-30.18
1741, WXC ,WXCOINS,None,1.59,None,82309,-0.11,-13.79,-32.97
1742, CSM ,Consentium,None,1.16,None ,19890,0.26,-5.29,8.68
1743, DT ,Dragon Token,None,0.945033,None ,Low Vol,-0.22,-5.41,-20.29
1744, CKUSD ,CK USD,None,0.942884,None ,121926994,0.39,-4.12,-4.09
1745, CARAT ,CARAT,None,0.903561,None ,199163,1.8,-8.56,-11.17
1746, SPND ,Spendcoin,None,0.755028,None ,33040,-0.19,-13.21,-28.2
1747, XMC ,Monero Classic,None,0.715681,None ,13965,0.05,-9.25,-40.54
1748, PAWS ,PAWS Fund,None,0.66681,None,4047,-0.46,-18.87,-65.38
1749, GOT ,ParkinGo,None,0.628509,None ,13693,-0.14,-9.05,-9.41
1750, RPL ,Rocket Pool,None,0.463398,None ,Low Vol,0,0,-9.51
1751, XMO ,Monero Original,None,0.440924,None ,914,-0.67,-15.56,-55.48
1752, WIKI ,Wiki Token,None,0.43619,None ,172793,-0.25,-12.49,-37.85
1753, GTM ,Gentarium,None,0.421426,None,5095,0.39,-10.66,-43.51
1754, STEX ,STEX,None,0.376006,None ,Low Vol,-0.07,-4.43,-32.01
1755, CLUB ,ClubCoin,None,0.36819,None ,8935,-0.5,-8.61,-24.63
1756, DEX ,DEX,None,0.322118,None ,916,0.87,-6.58,-23.87
1757, ONG ,ONG,None,0.270299,None ,101379,-0.43,-16.57,-48.5
1758, BLACK ,eosBLACK,None,0.256251,None ,50438,0.82,-0.74,-4.27
1759, PDX ,PayDay Coin,None,0.244535,None,Low Vol,-0.95,-4.89,-32.32
1760, IPC ,IPChain,None,0.140971,None ,32146,-0.11,-5.92,-17.37
1761, WC ,WINCOIN,None,0.134724,None,Low Vol,-1.09,-20.56,-22.76
1762, SJCX ,Storjcoin X,None,0.130209,None ,Low Vol,-0.27,-6.85,4.94
1763, ETZ ,Ether Zero,None,0.125625,None,791132,0.36,-14.96,-37.21
1764, ZB ,ZB,None,0.112772,None ,1665776,-0.41,-11.28,-33.15
1765, DFT ,DigiFinexToken,None,0.102494,None ,615013,-0.74,-9.68,-31.07
1766, TCN ,TCOIN,None,0.100816,None,29326,0.16,-15.52,6.48
1767, ANON ,ANON,None,0.096892,None ,9536,-1.29,-10.96,-32.97
1768, BU ,BUMO,None,0.085788,None ,2541797,-0.28,-13.41,-50.96
1769, ELITE ,Ethereum Lite,None,0.084374,None ,Low Vol,-0.07,-13.26,-3
1770, ABBC ,Alibabacoin,None,0.084259,None,3650781,-2.34,-22.56,-71.18
1771, AT ,ABCC Token,None,0.081484,None ,Low Vol,0.06,-15.12,-56.18
1772, ESCO ,EscrowCoin,None,0.079031,None ,17732,1.24,-12.19,-52.04
1773, ZT ,ZTCoin,None,0.076046,None ,Low Vol,-0.8,-7.47,-29.67
1774, DRG ,Dragon Coins,None,0.073764,None ,21971,-0.53,-7.77,-3.76
1775, ICNQ ,Iconiq Lab Token,None,0.072634,None ,13348,-0.19,-18.34,-43.25
1776, CEDEX ,CEDEX Coin,None,0.069202,None ,548,-3.65,-18.28,-4.73
1777, DKPC ,DarkPayCoin,None,0.068129,None ,18000,-0.6,-17.19,-45.59
1778, BZX ,Bitcoin Zero,None,0.067969,None,13817,-0.21,22.33,254.59
1779, FRGC ,Fargocoin,None,0.06613,None,525,-0.13,21.32,-8.38
1780, BTB ,Bitibu Coin,None,0.064238,None ,Low Vol,-0.56,-12.51,-34.4
1781, PAI ,Project Pai,None,0.063337,None ,3511781,-0.2,-12.81,-42.95
1782, AGLT ,Agrolot,None,0.060842,None ,38493,12.08,5.79,-7.26
1783, XNV ,Nerva,None,0.053367,None,16417,-2.51,-8.13,-58.8
1784, WET ,WeShow Token,None,0.050779,None ,29107,0.17,-0.51,-13.73
1785, TV ,Ti-Value,None,0.048481,None ,29196,1.23,-10.94,-39.88
1786, SAL ,SalPay,None,0.046586,None ,1063,2.81,-2.55,228.46
1787, MOF ,Molecular Future,None,0.046097,None ,271522,-0.24,-13.96,-42.85
1788, CMS ,COMSA [XEM],None,0.045236,None ,11257,-1.39,-18.35,-37.91
1789, COR ,CORION,None,0.04505,None ,Low Vol,0,-1.45,-21.45
1790, CMS ,COMSA [ETH],None,0.044103,None ,17044,-1.5,-19.17,-38.05
1791, SONO ,SONO,None,0.042589,None,Low Vol,-3.61,18.85,17.73
1792, MIR ,MIR COIN,None,0.041162,None,1687176,-0.22,-10.61,-18.47
1793, AEC ,EmaratCoin,None,0.03479,None,Low Vol,13.97,63.11,102.91
1794, APOT ,APOT,None,0.034779,None ,Low Vol,-0.76,-24.59,-60.59
1795, ORS ,ORS Group,None,0.033808,None ,15266,0.79,-10.23,-25.32
1796, PLY ,PlayCoin [QRC20],None,0.032873,None ,827400,0.64,-26.57,-58.35
1797, AV ,AvatarCoin,None,0.031411,None ,Low Vol,0,-1.61,-28.99
1798, PLY ,PlayCoin [ERC20],None,0.030169,None ,Low Vol,-0.6,-15.91,-52.7
1799, CEL ,Celsius,None,0.029813,None ,4151,-0.19,-13.3,-31.71
1800, XID ,Sphre AIR,None,0.029137,None ,Low Vol,0.59,-16.54,-40.49
1801, DEEX ,DEEX,None,0.028702,None ,25390,-0.36,-10.74,-18.44
1802, PRS ,PressOne,None,0.027489,None ,4916,0.15,-14.47,-34.95
1803, ERC20 ,ERC20,None,0.02707,None ,19213,-0.66,-24.19,-34.78
1804, ACC ,ACChain,None,0.026394,None ,Low Vol,-0.03,-13.33,-58.9
1805, CIV ,Civitas,None,0.025736,None,Low Vol,-0.76,-18.86,-49.86
1806, HDAC ,Hdac,None,0.025481,None,77377,0.02,-11.86,-26.5
1807, HYC ,HYCON,None,0.02401,None,3347166,-0.73,-21.36,-36.67
1808, TER ,TerraNova,None,0.023835,None,Low Vol,0.17,-10.89,-27.15
1809, C2P ,Coin2Play,None,0.023662,None,8950,0.1,-19.98,-26.74
1810, QAC ,Quasarcoin,None,0.023256,None,23553,0.52,9.6,24.08
1811, PLUS1 ,PlusOneCoin,None,0.023235,None,Low Vol,-0.06,-33.6,-63.73
1812, NOR ,Noir,None,0.023185,None,Low Vol,-0.17,-14.21,None
1813, OTB ,OTCBTC Token,None,0.023069,None ,14937,-0.9,-15.22,-38.7
1814, DASC ,DasCoin,None,0.022423,None ,32439,-0.1,-10.82,-13.67
1815, IHF ,Invictus Hype...,None,0.021971,None ,1837,-0.67,-16.96,-20.22
1816, HERO ,Hero,None,0.020144,None ,Low Vol,-0.26,-20.22,-45.68
1817, SAC ,Smart Applica...,None,0.019595,None ,Low Vol,-1.14,-41.46,-94.46
1818, PCO ,Pecunio,None,0.016724,None ,Low Vol,-0.19,-44.69,-60.34
1819, BITCF ,First Bitcoin...,None,0.016661,None ,Low Vol,1.3,-9.08,-31.41
1820, TESLA ,TeslaCoilCoin,None,0.016618,None ,Low Vol,0.77,22.45,-38.08
1821, ETHO ,Ether-1,None,0.015688,None,5056,-0.45,-14.43,-42.87
1822, ISR ,Insureum,None,0.014916,None ,856,0.33,-12.05,-13.9
1823, MESSE ,MESSE TOKEN,None,0.01466,None ,50524,0.36,-3.2,-26.05
1824, PCS ,Pabyosi Coin ...,None,0.014344,None,891,-0.68,-2.99,-50.37
1825, CONI ,Coni,None,0.013744,None ,28386,-0.43,-19.55,-34.93
1826, MAGN ,Magnetcoin,None,0.013688,None,Low Vol,-0.06,-12.27,-27.8
1827, X12 ,X12 Coin,None,0.013678,None ,Low Vol,-1.2,-8.16,-51.39
1828, FT ,FCoin Token,None,0.013103,None ,Low Vol,-0.84,-18.37,-48.65
1829, ALC ,ALLCOIN,None,0.012868,None ,Low Vol,0.91,-3.07,-15.91
1830, PTN ,PalletOne,None,0.011993,None ,255206,0.16,-8.94,-44.5
1831, ABDT ,Atlantis Blue...,None,0.011771,None ,82954,0.12,-18.57,-47.28
1832, CCC ,Concierge Coin,None,0.011576,None,Low Vol,3.2,-33.85,-78.72
1833, TMTG ,The Midas Tou...,None,0.011416,None ,3446313,0.07,-16.67,19.92
1834, EPLUS ,EPLUS Coin,None,0.0113,None ,1613,-13.15,101.16,-55.14
1835, VEST ,VestChain,None,0.011086,None ,474240,0.14,-15.25,-43.75
1836, KNOW ,KNOW,None,0.010802,None ,636430,-0.19,-12.14,-19.74
1837, DAC ,Davinci Coin,None,0.010522,None ,1658570,-0.46,-17.81,-37.34
1838, MXM ,Maximine Coin,None,0.010418,None ,1529265,0.62,3.14,-4.98
1839, CHEX ,CHEX,None,0.010001,None ,Low Vol,0,0,0
1840, BOC ,BingoCoin,None,0.009545,None ,Low Vol,-2.41,-19.34,-45.52
1841, GZE ,GazeCoin,None,0.009408,None ,10881,-0.01,-12.48,-45.03
1842, KST ,StarCoin,None,0.008798,None ,2494,-0.15,0.2,-20.74
1843, INC ,Influence Chain,None,0.008789,None ,99959,-0.5,-18.16,-35.81
1844, BDT ,BDT Token,None,0.008781,None ,180276,-1.21,126.87,57.06
1845, KBC ,Karatgold Coin,None,0.008655,None ,188037,0.29,-11.06,-25.5
1846, VCT ,ValueCyberToken,None,0.008585,None ,21114,-0.37,-14.42,-48.49
1847, GBG ,Golos Gold,None,0.008437,None ,Low Vol,-0.41,-17.06,-43.47
1848, BCAC ,Business Cred...,None,0.008323,None ,19648,0.18,-4.88,None
1849, MEET ,CoinMeet,None,0.007764,None ,83480,-0.12,-13.69,-48.26
1850, ETT ,EncryptoTel [...,None,0.007671,None ,26185,-0.18,-5.94,-36.38
1851, UCT ,Ubique Chain ...,None,0.00697,None ,104931,-0.74,-13.77,-33.57
1852, SZC ,ShopZcoin,None,0.006949,None,13688,-0.28,-20.94,-36.87
1853, MOLK ,MobilinkToken,None,0.006681,None ,Low Vol,-2.52,-37.21,-41.56
1854, VLC ,ValueChain,None,0.006607,None ,Low Vol,-0.32,-13.6,-22.92
1855, HRC ,Haracoin,None,0.006464,None,Low Vol,-0.31,-14.95,-46.55
1856, ELI ,Eligma Token,None,0.006331,None ,411320,-1.38,-10.78,-36.28
1857, COBRA ,Cobrabytes,None,0.006328,None,7007,-0.63,-27.78,-57.32
1858, TOPC ,TopChain,None,0.006152,None ,162503,-0.13,-10.35,-34.79
